t,1,2,3,4,5,6,7,8,9,truth,injected
124,-0.6064519162730654,-0.5762504696804315,-0.5749238918004846,-0.5748690995192385,-0.574866414241658,-0.5748662585189388,-0.5748662482913537,-0.5748662475614527,-0.5748662475061249,-0.5189572628706343,-0.5189572628706343
125,-0.5936796005910377,-0.5656645867435605,-0.5644075173391438,-0.5643557373197153,-0.564353223985397,-0.5643530807974718,-0.5643530716659385,-0.5643530710425685,-0.5643530709981472,-0.4366461677970816,-0.4366461677970816
126,-0.6663771703529884,-0.631900321507074,-0.6304112248983439,-0.6303531233591395,-0.6303505150883122,-0.6303503769421991,-0.6303503684563154,-0.6303503678713058,-0.6303503678272154,-0.6012683579441883,-0.6012683579441883
127,-0.698197457644215,-0.664497556297437,-0.6630247342225533,-0.6629650472638777,-0.6629622139433458,-0.6629620550840724,-0.6629620449104728,-0.6629620441942946,-0.6629620441401907,-0.6835794530177409,-0.6835794530177409
128,-0.7331425329099773,-0.6974107184538287,-0.6958318611198641,-0.6957637125959097,-0.6957602119652117,-0.6957600011311813,-0.6957599868837413,-0.6957599858418718,-0.6957599857609658,-0.6835794530177409,-0.6835794530177409
129,-0.7314601906061028,-0.7011969124596457,-0.69983746326037,-0.6997814174390357,-0.6997786661808351,-0.6997785048298046,-0.6997784940109636,-0.6997784932172034,-0.6997784931550589,-0.5189572628706343,-0.5189572628706343
130,-0.7724930349114857,-0.7406005795020205,-0.7391737863817296,-0.7391152094728879,-0.7391123391688429,-0.7391121698562996,-0.7391121583470197,-0.739112157486167,-0.7391121574172408,-0.6012683579441883,-0.6012683579441883
131,-0.752413357938009,-0.7147821730975134,-0.713165259074111,-0.713096818522686,-0.7130933723011114,-0.713093168059133,-0.7130931544224184,-0.713093153435594,-0.7130931533597954,-0.7658905480912935,-0.7658905480912935
132,-0.6903471575835308,-0.661635895908247,-0.6603807861319636,-0.6603290602351743,-0.6603264985276429,-0.6603263475844677,-0.6603263375040177,-0.6603263367727396,-0.6603263367163679,-0.6012683579441883,-0.6012683579441883
133,-0.7771953322533628,-0.7438482648862441,-0.7424031111044961,-0.7423451672325273,-0.742342410265823,-0.7423422527984085,-0.7423422423501127,-0.7423422415768026,-0.7423422415147066,-0.7658905480912935,-0.7658905480912935
