,truth,injected,class
128,8.6,8.6,0.0
129,8.7,8.7,0.0
130,8.5,8.5,0.0
131,8.4,8.4,0.0
132,8.0,8.0,0.0
133,7.9,7.9,0.0
134,7.6,7.6,0.0
135,7.8,7.8,0.0
136,7.5,7.5,0.0
137,8.2,8.2,0.0
138,8.3,8.3,0.0
139,8.6,8.6,0.0
140,8.5,8.5,0.0
141,8.6,8.6,0.0
142,8.4,8.4,0.0
143,8.4,8.4,0.0
144,7.8,7.8,0.0
145,8.2,8.2,0.0
146,8.2,8.2,0.0
147,8.3,8.3,0.0
148,8.2,8.2,0.0
149,7.7,7.7,0.0
150,8.2,8.2,0.0
151,8.1,8.1,0.0
152,8.1,8.1,0.0
153,8.1,8.1,0.0
154,8.1,8.1,0.0
155,8.1,8.1,0.0
156,8.0,8.0,0.0
157,7.9,7.9,0.0
158,7.8,7.8,0.0
159,7.9,7.9,0.0
160,7.9,7.9,0.0
161,7.6,7.6,0.0
162,6.4,6.4,0.0
163,6.4,6.4,0.0
164,7.4,7.4,0.0
165,5.8,5.8,0.0
166,6.2,6.2,0.0
167,7.5,7.5,0.0
168,7.7,7.7,0.0
169,7.6,7.6,0.0
170,7.7,7.7,0.0
171,7.7,7.7,0.0
172,7.6,7.6,0.0
173,7.7,7.7,0.0
174,7.7,7.7,0.0
175,7.9,7.9,0.0
176,8.1,8.1,0.0
177,8.3,8.3,0.0
178,8.4,8.4,0.0
179,8.6,8.6,0.0
180,9.0,9.0,0.0
181,9.2,9.2,0.0
182,9.5,9.5,0.0
183,9.0,9.0,0.0
184,8.6,8.6,0.0
185,7.8,7.8,0.0
186,8.5,8.5,0.0
187,9.0,9.0,0.0
188,10.1,10.1,0.0
189,10.5,10.5,0.0
190,10.3,10.3,0.0
191,8.4,8.4,0.0
192,8.3,8.3,0.0
193,9.5,9.5,0.0
194,10.0,10.0,0.0
195,10.1,10.1,0.0
196,10.6,10.6,0.0
197,11.2,11.2,0.0
198,11.5,11.5,0.0
199,11.9,11.9,0.0
