,truth,injected,class
346,11.4,11.4,0.0
347,11.7,11.7,0.0
348,12.1,12.1,0.0
349,11.7,11.7,0.0
350,12.0,12.0,0.0
351,11.8,11.8,0.0
352,11.9,11.9,0.0
353,12.5,12.5,0.0
354,12.5,12.5,0.0
355,12.2,12.2,0.0
356,12.4,12.4,0.0
357,12.5,12.5,0.0
358,12.7,12.7,0.0
359,12.8,12.8,0.0
360,12.4,12.4,0.0
361,12.4,12.4,0.0
362,12.6,12.6,0.0
363,12.7,12.7,0.0
364,13.1,13.1,0.0
365,13.1,13.1,0.0
366,13.1,13.1,0.0
367,13.3,13.3,0.0
368,13.6,13.6,0.0
369,13.5,13.5,0.0
370,13.2,13.2,0.0
371,13.1,13.1,0.0
372,13.1,13.1,0.0
373,13.3,13.3,0.0
374,13.1,13.1,0.0
375,13.2,13.2,0.0
376,13.4,13.4,0.0
377,13.6,13.6,0.0
378,13.8,13.8,0.0
379,13.8,13.8,0.0
380,13.9,13.9,0.0
381,13.7,13.7,0.0
382,13.8,13.8,0.0
383,13.7,13.7,0.0
384,13.7,13.7,0.0
385,13.9,13.9,0.0
386,13.9,13.9,0.0
387,13.6,13.6,0.0
388,13.4,13.4,0.0
389,13.0,13.0,0.0
390,12.6,12.6,0.0
391,12.6,12.6,0.0
392,12.7,12.7,0.0
393,12.4,12.4,0.0
394,10.5,10.5,0.0
395,9.0,9.0,0.0
396,8.6,8.6,0.0
397,10.1,10.1,0.0
398,10.0,10.0,0.0
399,9.6,9.6,0.0
400,8.7,8.7,0.0
401,10.0,10.0,0.0
402,10.1,10.1,0.0
403,9.7,9.7,0.0
404,9.4,9.4,0.0
405,9.3,9.3,0.0
406,9.0,9.0,0.0
407,8.8,8.8,0.0
408,8.4,8.4,0.0
409,8.9,8.9,0.0
410,9.0,9.0,0.0
411,9.1,9.1,0.0
412,9.3,9.3,0.0
413,8.8,8.8,0.0
414,9.4,9.4,0.0
415,9.3,9.3,0.0
416,9.2,9.2,0.0
417,8.7,8.7,0.0
418,8.7,8.7,0.0
419,9.0,9.0,0.0
420,8.8,8.8,0.0
421,8.5,8.5,0.0
422,8.2,8.2,0.0
423,8.3,8.3,0.0
424,8.6,8.6,0.0
425,8.6,8.6,0.0
426,8.6,8.6,0.0
427,8.7,8.7,0.0
428,8.5,8.5,0.0
429,8.4,8.4,0.0
430,8.0,8.0,0.0
431,7.9,7.9,0.0
432,7.6,7.6,0.0
433,7.8,7.8,0.0
434,7.5,7.5,0.0
435,8.2,8.2,0.0
436,8.3,8.3,0.0
437,8.6,8.6,0.0
438,8.5,8.5,0.0
439,8.6,8.6,0.0
440,8.4,8.4,0.0
441,8.4,8.4,0.0
442,7.8,7.8,0.0
443,8.2,8.2,0.0
444,8.2,8.2,0.0
445,8.3,8.3,0.0
446,8.2,8.2,0.0
447,7.7,7.7,0.0
448,8.2,8.2,0.0
449,8.1,8.1,0.0
450,8.1,8.1,0.0
451,8.1,8.1,0.0
452,8.1,8.1,0.0
453,8.1,8.1,0.0
454,8.0,8.0,0.0
455,7.9,7.9,0.0
456,7.8,7.8,0.0
457,7.9,7.9,0.0
458,7.9,7.9,0.0
459,7.6,7.6,0.0
460,6.4,6.4,0.0
461,6.4,6.4,0.0
462,7.4,7.4,0.0
463,5.8,5.8,0.0
464,6.2,6.2,0.0
465,7.5,7.5,0.0
466,7.7,7.7,0.0
467,7.6,7.6,0.0
468,7.7,7.7,0.0
469,7.7,7.7,0.0
470,7.6,7.6,0.0
471,7.7,7.7,0.0
472,7.7,7.7,0.0
473,7.9,7.9,0.0
474,8.1,8.1,0.0
475,8.3,8.3,0.0
476,8.4,8.4,0.0
477,8.6,8.6,0.0
478,9.0,9.0,0.0
479,9.2,9.2,0.0
480,9.5,9.5,0.0
481,9.0,9.0,0.0
482,8.6,8.6,0.0
483,7.8,7.8,0.0
484,8.5,8.5,0.0
485,9.0,9.0,0.0
486,10.1,10.1,0.0
487,10.5,10.5,0.0
488,10.3,10.3,0.0
489,8.4,8.4,0.0
490,8.3,8.3,0.0
491,9.5,9.5,0.0
492,10.0,10.0,0.0
493,10.1,10.1,0.0
494,10.6,10.6,0.0
495,11.2,11.2,0.0
496,11.5,11.5,0.0
497,11.9,11.9,0.0
498,11.8,11.8,0.0
499,12.4,12.4,0.0
500,12.7,12.7,0.0
501,11.9,11.9,0.0
502,11.5,11.5,0.0
503,11.4,11.4,0.0
504,11.7,11.7,0.0
505,11.8,11.8,0.0
506,11.7,11.7,0.0
507,12.3,12.3,0.0
508,12.9,12.9,0.0
509,13.1,13.1,0.0
510,12.4,12.4,0.0
511,12.2,12.2,0.0
512,11.5,11.5,0.0
513,10.7,10.7,0.0
514,10.8,10.8,0.0
515,10.9,10.9,0.0
516,10.4,10.4,0.0
517,10.1,10.1,0.0
518,10.2,10.2,0.0
519,10.5,10.5,0.0
520,10.8,10.8,0.0
521,11.1,11.1,0.0
522,11.4,11.4,0.0
523,11.5,11.5,0.0
524,11.5,11.5,0.0
525,11.0,11.0,0.0
526,10.6,10.6,0.0
527,10.3,10.3,0.0
528,10.3,10.3,0.0
529,10.3,10.3,0.0
530,10.2,10.2,0.0
531,10.1,10.1,0.0
532,10.1,10.1,0.0
533,10.1,10.1,0.0
534,10.0,10.0,0.0
535,9.0,9.0,0.0
536,9.4,9.4,0.0
537,9.2,9.2,0.0
538,8.7,8.7,0.0
539,8.9,8.9,0.0
540,8.7,8.7,0.0
541,8.4,8.4,0.0
542,8.3,8.3,0.0
543,8.5,8.5,0.0
544,7.9,7.9,0.0
545,6.6,6.6,0.0
546,7.8,7.8,0.0
547,7.9,7.9,0.0
548,7.8,7.8,0.0
549,7.8,7.8,0.0
550,7.7,7.7,0.0
551,7.7,7.7,0.0
552,7.5,7.5,0.0
553,6.8,6.8,0.0
554,6.1,6.1,0.0
555,6.6,6.6,0.0
556,6.1,6.1,0.0
557,6.3,6.3,0.0
558,6.8,6.8,0.0
559,6.1,6.1,0.0
560,5.7,5.7,0.0
561,5.3,5.3,0.0
562,5.1,5.1,0.0
563,5.1,5.1,0.0
564,5.4,5.4,0.0
565,5.3,5.3,0.0
566,5.9,5.9,0.0
567,4.7,4.7,0.0
568,5.4,5.4,0.0
569,6.3,6.3,0.0
570,4.7,4.7,0.0
571,5.6,5.6,0.0
572,5.6,5.6,0.0
573,5.3,5.3,0.0
574,5.3,5.3,0.0
575,5.5,5.5,0.0
576,5.4,5.4,0.0
577,4.6,4.6,0.0
578,4.3,4.3,0.0
579,5.6,5.6,0.0
580,4.7,4.7,0.0
581,5.6,5.6,0.0
582,5.4,5.4,0.0
583,5.3,5.3,0.0
584,5.2,5.2,0.0
585,3.7,3.7,0.0
586,3.0,3.0,0.0
587,3.3,3.3,0.0
588,3.1,3.1,0.0
589,3.5,3.5,0.0
590,3.9,3.9,0.0
591,3.4,3.4,0.0
592,3.3,3.3,0.0
593,3.7,3.7,0.0
594,3.4,3.4,0.0
595,3.1,3.1,0.0
596,3.1,3.1,0.0
597,3.1,3.1,0.0
598,3.6,3.6,0.0
599,5.1,5.1,0.0
600,4.9,4.9,0.0
601,3.8,3.8,0.0
602,3.3,3.3,0.0
603,4.6,4.6,0.0
604,3.3,3.3,0.0
605,3.1,3.1,0.0
606,3.2,3.2,0.0
607,3.3,3.3,0.0
608,3.4,3.4,0.0
609,3.8,3.8,0.0
610,4.0,4.0,0.0
611,5.2,5.2,0.0
612,5.3,5.3,0.0
613,3.8,3.8,0.0
614,3.2,3.2,0.0
615,3.6,3.6,0.0
616,3.8,3.8,0.0
617,3.3,3.3,0.0
618,3.8,3.8,0.0
619,3.8,3.8,0.0
620,3.4,3.4,0.0
621,4.1,4.1,0.0
622,5.1,5.1,0.0
623,5.3,5.3,0.0
624,5.6,5.6,0.0
625,5.8,5.8,0.0
626,4.7,4.7,0.0
627,4.4,4.4,0.0
628,4.3,4.3,0.0
629,4.6,4.6,0.0
630,4.1,4.1,0.0
631,4.6,4.6,0.0
632,4.3,4.3,0.0
633,4.2,4.2,0.0
634,4.8,4.8,0.0
635,4.7,4.7,0.0
636,4.7,4.7,0.0
637,4.2,4.2,0.0
638,4.5,4.5,0.0
639,4.7,4.7,0.0
640,5.2,5.2,0.0
641,5.3,5.3,0.0
642,5.2,5.2,0.0
643,5.2,5.2,0.0
644,5.3,5.3,0.0
645,5.3,5.3,0.0
646,6.1,6.1,0.0
647,6.1,6.1,0.0
648,5.6,5.6,0.0
649,6.1,6.1,0.0
650,6.5,6.5,0.0
651,6.3,6.3,0.0
652,6.3,6.3,0.0
653,6.6,6.6,0.0
654,6.8,6.8,0.0
655,6.9,6.9,0.0
656,7.8,7.8,0.0
657,7.2,7.2,0.0
658,7.6,7.6,0.0
659,8.3,8.3,0.0
660,8.5,8.5,0.0
661,7.5,7.5,0.0
662,6.7,6.7,0.0
663,7.5,7.5,0.0
664,8.2,8.2,0.0
665,10.0,10.0,0.0
666,8.5,8.5,0.0
667,8.8,8.8,0.0
668,10.1,10.1,0.0
669,9.1,9.1,0.0
670,9.2,9.2,0.0
671,9.4,9.4,0.0
672,9.7,9.7,0.0
673,9.2,9.2,0.0
674,8.5,8.5,0.0
675,8.2,8.2,0.0
676,8.6,8.6,0.0
677,8.3,8.3,0.0
678,8.9,8.9,0.0
679,8.6,8.6,0.0
680,8.6,8.6,0.0
681,8.7,8.7,0.0
682,8.3,8.3,0.0
683,7.5,7.5,0.0
684,7.8,7.8,0.0
685,7.0,7.0,0.0
686,7.0,7.0,0.0
687,7.5,7.5,0.0
688,6.0,6.0,0.0
689,5.9,5.9,0.0
690,6.5,6.5,0.0
691,7.2,7.2,0.0
692,7.1,7.1,0.0
693,6.2,6.2,0.0
694,7.1,7.1,0.0
695,6.3,6.3,0.0
696,6.1,6.1,0.0
697,5.3,5.3,0.0
698,5.5,5.5,0.0
699,5.9,5.9,0.0
700,5.1,5.1,0.0
701,5.1,5.1,0.0
702,4.9,4.9,0.0
703,5.2,5.2,0.0
704,5.4,5.4,0.0
705,5.9,5.9,0.0
706,5.6,5.6,0.0
707,6.7,6.7,0.0
708,6.7,6.7,0.0
709,6.7,6.7,0.0
710,5.3,5.3,0.0
711,5.5,5.5,0.0
712,5.0,5.0,0.0
713,4.7,4.7,0.0
714,5.6,5.6,0.0
715,5.7,5.7,0.0
716,6.1,6.1,0.0
717,5.6,5.6,0.0
718,5.6,5.6,0.0
719,5.5,5.5,0.0
720,5.8,5.8,0.0
721,5.5,5.5,0.0
722,5.4,5.4,0.0
723,6.6,6.6,0.0
724,6.8,6.8,0.0
725,5.8,5.8,0.0
726,6.2,6.2,0.0
727,5.5,5.5,0.0
728,5.5,5.5,0.0
729,5.6,5.6,0.0
730,5.9,5.9,0.0
731,6.2,6.2,0.0
732,5.8,5.8,0.0
733,5.7,5.7,0.0
734,5.4,5.4,0.0
735,5.2,5.2,0.0
736,4.9,4.9,0.0
737,4.9,4.9,0.0
738,4.7,4.7,0.0
739,5.1,5.1,0.0
740,5.4,5.4,0.0
741,5.8,5.8,0.0
742,4.9,4.9,0.0
743,4.0,4.0,0.0
744,4.0,4.0,0.0
745,3.8,3.8,0.0
746,3.6,3.6,0.0
747,3.6,3.6,0.0
748,4.0,4.0,0.0
749,3.4,3.4,0.0
750,3.4,3.4,0.0
751,3.9,3.9,0.0
752,3.3,3.3,0.0
753,3.2,3.2,0.0
754,3.7,3.7,0.0
755,3.6,3.6,0.0
756,3.7,3.7,0.0
757,3.9,3.9,0.0
758,4.3,4.3,0.0
759,3.9,3.9,0.0
760,4.1,4.1,0.0
761,3.6,3.6,0.0
762,3.0,3.0,0.0
763,2.9,2.9,0.0
764,3.7,3.7,0.0
765,3.9,3.9,0.0
766,3.2,3.2,0.0
767,3.3,3.3,0.0
768,3.0,3.0,0.0
769,3.4,3.4,0.0
770,3.4,3.4,0.0
771,3.4,3.4,0.0
772,3.8,3.8,0.0
773,3.9,3.9,0.0
774,4.4,4.4,0.0
775,3.9,3.9,0.0
776,4.4,4.4,0.0
777,5.0,5.0,0.0
778,4.7,4.7,0.0
779,5.4,5.4,0.0
780,5.1,5.1,0.0
781,5.2,5.2,0.0
782,6.0,6.0,0.0
783,5.9,5.9,0.0
784,5.8,5.8,0.0
785,5.7,5.7,0.0
786,5.5,5.5,0.0
787,5.3,5.3,0.0
788,6.2,6.2,0.0
789,6.8,6.8,0.0
790,6.8,6.8,0.0
791,6.6,6.6,0.0
792,7.7,7.7,0.0
793,7.9,7.9,0.0
794,7.7,7.7,0.0
795,7.1,7.1,0.0
796,7.5,7.5,0.0
797,8.4,8.4,0.0
798,8.4,8.4,0.0
799,10.0,10.0,0.0
800,8.3,8.3,0.0
801,8.3,8.3,0.0
802,8.0,8.0,0.0
803,8.9,8.9,0.0
804,9.1,9.1,0.0
805,8.6,8.6,0.0
806,8.9,8.9,0.0
807,10.1,10.1,0.0
808,8.8,8.8,0.0
809,10.0,10.0,0.0
810,10.0,10.0,0.0
811,8.6,8.6,0.0
812,8.8,8.8,0.0
813,7.7,7.7,0.0
814,7.7,7.7,0.0
815,8.3,8.3,0.0
816,8.7,8.7,0.0
817,8.3,8.3,0.0
818,7.2,7.2,0.0
819,7.0,7.0,0.0
820,6.9,6.9,0.0
821,6.8,6.8,0.0
822,6.8,6.8,0.0
823,6.6,6.6,0.0
824,6.5,6.5,0.0
825,6.3,6.3,0.0
826,6.3,6.3,0.0
827,5.6,5.6,0.0
828,4.8,4.8,0.0
829,3.6,3.6,0.0
830,2.8,2.8,0.0
831,2.4,2.4,0.0
832,2.1,2.1,0.0
833,1.9,1.9,0.0
834,1.4,1.4,0.0
835,1.2,1.2,0.0
836,1.4,1.4,0.0
837,1.8,1.8,0.0
838,1.4,1.4,0.0
839,1.5,1.5,0.0
840,1.1,1.1,0.0
841,1.2,1.2,0.0
842,0.7,0.7,0.0
843,0.4,0.4,0.0
844,0.1,0.1,0.0
845,0.0,0.0,0.0
846,-0.2,-0.2,0.0
847,-0.1,-0.1,0.0
848,-0.8,-0.8,0.0
849,-0.9,-0.9,0.0
850,-0.6,-0.6,0.0
851,-1.0,-1.0,0.0
852,-1.2,-1.2,0.0
853,-1.3,-1.3,0.0
854,-1.1,-1.1,0.0
855,-1.2,-1.2,0.0
856,-1.3,-1.3,0.0
857,-1.0,-1.0,0.0
858,-1.0,-1.0,0.0
859,-1.2,-1.2,0.0
860,-1.7,-1.7,0.0
861,-2.2,-2.2,0.0
862,-2.1,-2.1,0.0
863,-1.9,-1.9,0.0
864,-1.6,-1.6,0.0
865,-1.6,-1.6,0.0
866,-2.0,-2.0,0.0
867,-1.8,-1.8,0.0
868,-2.0,-2.0,0.0
869,-1.7,-1.7,0.0
870,-1.7,-1.7,0.0
871,-1.6,-1.6,0.0
872,-1.7,-1.7,0.0
873,-2.1,-2.1,0.0
874,-2.3,-2.3,0.0
875,-2.4,-2.4,0.0
876,-1.3,-1.3,0.0
877,-1.8,-1.8,0.0
878,-2.6,-2.6,0.0
879,-2.2,-2.2,0.0
880,-2.6,-2.6,0.0
881,-2.5,-2.5,0.0
882,-2.0,-2.0,0.0
883,-1.5,-1.5,0.0
884,-2.1,-2.1,0.0
885,-2.3,-2.3,0.0
886,-2.8,-2.8,0.0
887,-2.0,-2.0,0.0
888,-2.5,-2.5,0.0
889,-2.9,-2.9,0.0
890,-2.9,-2.9,0.0
891,-2.8,-2.8,0.0
892,-3.2,-3.2,0.0
893,-3.1,-3.1,0.0
894,-2.7,-1.5000000000000004,1.0
895,-2.7,-2.7,1.0
896,-2.5,-1.8999999999999995,1.0
897,-1.9,-0.09999999999999964,1.0
898,-1.8,-1.5000000000000004,1.0
899,-2.6,-5.0,1.0
900,-1.9,0.20000000000000062,1.0
901,-1.6,-0.7000000000000006,1.0
902,-1.1,0.3999999999999999,1.0
903,0.4,4.9,1.0
904,1.8,5.999999999999999,1.0
905,4.2,11.400000000000002,1.0
906,4.5,5.3999999999999995,1.0
907,4.8,5.699999999999999,1.0
908,5.3,6.8,1.0
909,5.9,7.700000000000002,1.0
910,5.1,2.6999999999999975,1.0
911,6.5,10.700000000000001,1.0
912,6.7,7.300000000000001,1.0
913,6.1,4.299999999999998,1.0
914,7.3,10.9,1.0
915,7.1,6.499999999999999,1.0
916,6.8,5.9,1.0
917,6.1,3.999999999999999,1.0
918,6.0,5.700000000000001,1.0
919,6.2,6.800000000000001,1.0
920,6.4,7.000000000000001,1.0
921,6.7,7.6,1.0
922,6.9,7.500000000000001,1.0
923,6.9,6.9,1.0
924,6.9,6.9,0.0
925,6.9,6.9,0.0
926,7.2,7.2,0.0
927,8.0,8.0,0.0
928,8.1,8.1,0.0
929,8.3,8.3,0.0
930,10.1,10.1,0.0
931,10.3,10.3,0.0
932,10.4,10.4,0.0
933,10.7,10.7,0.0
934,10.9,10.9,0.0
935,11.1,11.1,0.0
936,11.3,11.3,0.0
937,11.4,11.4,0.0
938,11.5,11.5,0.0
939,11.9,11.9,0.0
940,12.1,12.1,0.0
941,12.1,12.1,0.0
942,12.0,12.0,0.0
943,12.2,12.2,0.0
944,12.4,12.4,0.0
945,12.6,12.6,0.0
946,12.8,12.8,0.0
947,12.9,12.9,0.0
948,13.1,13.1,0.0
949,13.0,13.0,0.0
950,13.1,13.1,0.0
951,13.3,13.3,0.0
952,13.4,13.4,0.0
953,13.3,13.3,0.0
954,13.6,13.6,0.0
955,13.5,13.5,0.0
956,13.4,13.4,0.0
957,13.5,13.5,0.0
958,13.5,13.5,0.0
959,13.4,13.4,0.0
960,13.4,13.4,0.0
961,13.3,13.3,0.0
962,13.4,13.4,0.0
963,13.2,13.2,0.0
964,13.0,13.0,0.0
965,12.8,12.8,0.0
966,12.5,12.5,0.0
967,12.3,12.3,0.0
968,10.3,10.3,0.0
969,9.2,9.2,0.0
970,7.8,7.8,0.0
971,7.0,7.0,0.0
972,6.5,6.5,0.0
973,5.9,5.9,0.0
974,5.4,5.4,0.0
975,5.3,5.3,0.0
976,5.2,5.2,0.0
977,4.9,4.9,0.0
978,4.8,4.8,0.0
979,4.3,4.3,0.0
980,4.5,4.5,0.0
981,4.7,4.7,0.0
982,3.9,3.9,0.0
