0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-0.354039,0.683026,-0.337009,0.465886,-0.920681,0.504425,-0.39195,0.965065,-0.906625,-0.632842,0.328407,-0.970162,-0.115834,0.85826,0.491689,-0.645165,-0.0857322,-0.03781,0.458872,-1.00172
-0.610458,0.274499,-0.337009,0.386349,-0.920681,0.0617476,-0.39195,1.06155,-0.964261,-0.779038,0.298365,-0.983122,0.0694618,0.282597,0.52553,-0.286388,0.317608,-0.258173,0.657669,-1.28736
-0.661742,0.121302,-0.337009,0.386349,-0.873437,-0.0818235,-0.157213,0.634261,-0.925837,-0.756546,-0.302487,-0.67857,0.0936308,-0.158337,0.356326,-0.546501,-0.399441,-0.390392,0.123403,-1.0926
-0.559174,0.044703,-0.337009,-0.0245929,-0.873437,0.193354,-0.123679,0.317241,-0.84899,-0.734055,-0.152274,-0.652651,-0.0272143,0.123371,0.711654,-0.41196,0.0487146,-0.6989,0.110978,-1.19647
-0.268566,0.1979,-0.337009,0.200762,-0.826192,0.312997,-0.358416,0.206973,-0.906625,-0.902742,0.178194,-0.775768,0.335321,0.147867,0.711654,-0.429899,0.407239,-0.0598463,0.757067,-0.417453
0.534879,0.300032,-0.337009,0.677984,-0.684459,0.312997,-0.157213,0.579127,-0.42633,-0.216747,0.253301,-0.743368,0.335321,1.01749,0.863938,0.0454803,0.496871,0.68939,0.732218,0.179795
1.1161,0.683026,-0.337009,1.92406,-0.684459,1.21032,-0.190747,1.00642,0.438203,-0.0817977,0.929259,-0.847046,0.133913,1.83811,0.914699,0.556737,2.06542,0.997898,0.58312,0.361566
1.38961,0.0191701,-0.337009,2.06988,-0.684459,1.13853,0.412862,0.565344,0.284508,0.0194147,1.30479,-0.775768,-0.148059,1.75238,0.677814,0.574676,1.48281,0.62328,0.744643,0.244713
1.15028,-0.236159,-0.361347,1.27451,-0.684459,0.552282,0.446396,0.0691379,-0.0420931,-0.00307692,1.00436,-0.898884,-0.244736,1.71563,0.542451,0.538798,1.70689,1.61492,0.657669,-0.0279435
1.03062,-0.15956,-0.36946,0.929852,-0.58997,0.109605,0.31226,0.0691379,-0.176576,-0.295468,0.463599,-0.885925,-0.30113,0.735779,0.237884,-0.178755,0.272793,1.21826,0.0985534,-0.248665
0.517785,-0.568087,-0.36946,0.280299,-0.637215,-0.285216,-0.157213,-0.234099,-0.215,-0.419172,-0.0771673,-0.730409,-0.494482,-0.0848479,-0.320489,-0.654134,-0.0857322,0.358844,-0.27419,-0.430436
0.175893,-0.695751,-0.377573,-0.528327,-0.684459,-0.739858,-0.257815,-0.578686,-0.349482,-0.677826,-0.437678,-0.581373,-0.639496,-0.329811,-1.03114,-0.914247,-0.668335,0.799571,-0.733908,-0.664142
0.00494713,-0.797883,-0.377573,-0.886244,-0.637215,-1.03896,-0.324882,-1.07489,-0.42633,-0.767792,-0.708061,-0.834086,-0.639496,-0.59927,-1.14959,-1.08467,-0.578704,-0.346319,-0.845731,-0.72906
-0.354039,-0.797883,-0.36946,-0.926013,-0.684459,-1.24236,-0.291349,-1.72272,-0.618448,-0.66658,-0.783168,-0.944243,-0.639496,-1.44439,-1.25111,-1.29096,-0.847597,-0.654828,-1.44212,-1.43018
-0.405323,-0.823416,-0.36946,-1.04532,-0.637215,-1.32611,-0.358416,-1.36435,-0.618448,-0.734055,-0.888317,-0.788727,-0.760342,-1.3709,-1.25111,-1.36272,-1.02686,-0.765009,-1.60364,-1.31332
-0.371134,-0.670218,-0.377573,-1.15137,-0.637215,-1.32611,-0.291349,-1.22651,-0.656872,-0.734055,-1.06857,-0.762808,-0.752285,-1.27292,-1.45415,-1.28199,-1.02686,-0.919264,-1.72789,-1.22244
-0.576269,-0.619153,-0.361347,-1.31044,-0.684459,-1.39789,-0.459018,-1.33678,-0.810566,-1.04894,-1.26385,-0.937763,-0.87313,-1.38315,-1.60644,-1.5152,-1.29575,-0.919264,-1.29302,-1.36526
-0.798499,-0.491488,-0.361347,-0.939269,-0.731703,-1.13468,-0.626687,-1.29543,-0.84899,-1.18389,-1.24883,-0.983122,-0.8973,-1.3954,-1.53876,-1.47932,-1.29575,-0.875191,-1.19362,-1.30034
-0.661742,-0.0574286,-0.345122,-0.568096,-0.778948,-0.488608,-0.526085,-0.799222,-0.195788,-1.1389,-0.708061,-0.931283,-0.446144,-0.770745,-0.8281,-1.01291,-0.847597,-0.654828,-1.1315,-0.768011
-0.285661,0.63196,-0.345122,-0.0511052,-1.01517,-0.345037,-0.425484,-0.675171,-0.368694,-1.02645,-0.332529,-0.898884,-0.38975,-0.0236071,0.0517595,-0.851461,0.0487146,-0.875191,-0.646934,-0.755027
-0.388228,1.21922,-0.337009,0.320068,-0.967926,-0.333073,-0.324882,-0.137614,-0.618448,-0.745301,-0.257423,-0.957203,-0.188341,0.576552,0.390167,-0.492685,0.183161,-0.632791,0.185527,-0.910831
0.210082,1.60221,-0.337009,1.53964,-1.01517,0.528354,0.111057,0.289674,-1.00268,-0.441664,0.0880668,-1.0868,-0.0916651,1.17671,1.64228,0.0992968,1.52763,-0.478537,0.446448,-0.845913
-0.0121474,1.70434,-0.337009,0.863571,-1.01517,0.576211,-0.224281,0.606694,-0.714507,-0.340451,0.23828,-1.06088,-0.38975,1.23795,0.897779,-0.25051,0.81058,-0.103919,0.595545,-0.72906
-0.405323,1.21922,-0.337009,0.00191949,-0.967926,-0.141645,-0.358416,-0.247882,-0.599236,-0.779038,-0.0471248,-0.704489,-0.615327,0.417326,0.204043,-0.546501,0.227977,-0.324282,-0.348739,-0.819945
-0.371134,0.81069,-0.337009,-0.0643614,-0.967926,-0.345037,-0.39195,-0.454635,-1.0219,-0.677826,-0.152274,-1.10624,-0.889243,0.172363,-0.168206,-0.743828,0.0487146,-1.05148,-0.361164,-1.05365
-0.183093,0.248966,-0.328896,-0.409022,-1.01517,-0.452716,-0.526085,-0.757872,-1.09874,-0.824021,-0.768146,-1.04144,-0.840905,-0.158337,-0.286648,-1.04879,-0.533888,-0.9413,-0.460562,-1.30034
-0.490796,-0.0829615,-0.337009,-0.700658,-0.967926,-0.775751,-0.559619,-0.63382,-1.31007,-1.19513,-1.00849,-0.963683,-0.865074,-0.452293,-0.35433,-1.11157,-0.533888,-1.00741,-0.622084,-1.43018
-0.73012,-0.0574286,-0.337009,-0.621121,-0.826192,-0.668072,-0.626687,-0.413284,-1.15638,-0.981463,-0.948402,-0.879445,-0.857018,-0.795241,-0.574295,-1.27302,-0.847597,-1.07352,-0.820881,-1.31332
-0.661742,0.1979,-0.337009,-0.435534,-0.731703,-0.668072,-0.459018,-0.178965,-0.714507,-0.734055,-0.617933,-0.866485,-0.832849,-0.378804,-0.658897,-1.21024,-0.578704,-0.985373,-0.547536,-1.02768
-0.268566,0.989421,-0.337009,-0.0776175,-0.731703,-0.751822,-0.559619,0.220757,-0.253423,-1.07143,-0.272444,-0.924804,-0.639496,0.503064,-0.134365,-0.779706,-0.713151,-0.566682,-0.55996,-0.755027
0.842582,1.32135,-0.337009,0.903339,-0.731703,0.0019263,-0.39195,0.523994,0.322932,-0.295468,0.343429,-0.860005,-0.462257,1.43392,0.627052,0.233838,0.362424,0.44699,-0.0753936,-0.3006
1.23576,0.274499,-0.345122,1.52638,-0.637215,0.576211,-0.0901456,0.82723,0.361355,-0.0817977,0.764024,-0.821126,-0.285017,1.85036,0.94854,0.314563,0.900211,0.755499,0.508572,-0.0928617
1.28704,-0.0829615,-0.36946,0.929852,-0.684459,0.0378191,-0.023078,0.220757,0.150025,-0.385435,0.688918,-0.911844,-0.462257,1.20121,0.576291,0.0185721,0.272793,1.28437,0.197952,-0.222698
1.06481,-0.210626,-0.36946,0.306811,-0.684459,-0.560394,-0.0566118,-0.206532,-0.157364,-0.464155,0.193216,-0.872965,-0.510595,0.52756,-0.0836035,-0.528562,-0.220179,0.160517,-0.0629688,-0.209714
0.449407,-0.568087,-0.385686,-0.475303,-0.684459,-1.00307,-0.291349,-0.730305,-0.445542,-0.779038,-0.122231,-0.853526,-0.671722,-0.109344,-0.8281,-1.12054,-0.713151,-0.192064,-0.771182,-0.742044
-0.029242,-0.746817,-0.36946,-0.872988,-0.637215,-1.31414,-0.291349,-1.03354,-0.560813,-0.824021,-0.602912,-0.646171,-0.87313,-0.550278,-1.08191,-1.27302,-0.892413,-0.103919,-0.982403,-0.755027
0.0733255,-0.823416,-0.36946,-1.03206,-0.637215,-1.31414,-0.291349,-1.47461,-0.522389,-0.812775,-0.873295,-0.892404,-0.832849,-0.942219,-1.26803,-1.21921,-1.02686,-0.809082,-0.994828,-0.742044
0.124609,-0.823416,-0.377573,-1.09834,-0.637215,-1.40986,-0.358416,-1.80542,-0.580024,-0.812775,-0.81321,-0.898884,-0.865074,-1.49339,-1.36955,-1.36272,-1.07168,-0.787046,-1.57879,-1.48211
0.107515,-0.848949,-0.377573,-1.09834,-0.684459,-1.42182,-0.257815,-1.64002,-0.580024,-0.869005,-0.903338,-0.840566,-0.80868,-1.45664,-1.47107,-1.53314,-1.16131,-1.11759,-1.67819,-1.49509
0.158798,-0.721284,-0.377573,-1.12486,-0.637215,-1.43378,-0.257815,-1.4057,-0.541601,-0.835267,-0.873295,-0.782247,-0.80868,-1.38315,-1.31879,-1.47035,-1.11649,-1.35999,-1.61607,-1.45614
-0.268566,-0.261692,-0.36946,-1.1116,-0.637215,-1.35004,-0.559619,-1.46083,-1.07953,-1.12766,-0.903338,-0.652651,-0.985919,-1.4199,-1.23419,-1.4255,-1.29575,-1.47017,-1.09423,-1.49509
0.0904201,1.67881,-0.36946,-0.528327,-0.778948,-0.333073,-0.492552,-0.90949,-1.17559,-1.00395,-0.617933,-0.341619,-0.494482,-0.954467,-0.455852,-0.394021,-0.802782,-0.831119,-0.932704,-0.936798
-0.31985,1.24475,-0.345122,-0.249948,-0.731703,0.289068,-0.559619,-0.551119,-0.157364,-0.958971,-0.242401,1.25242,0.431997,-0.415548,-0.0666831,0.691278,-0.623519,-0.192064,-0.572385,0.984781
-0.31985,0.861756,-0.337009,-0.475303,0.921853,0.0258549,-0.526085,-0.0411301,0.053966,-1.06018,-0.0321035,1.50513,1.10873,-0.378804,-0.015922,0.556737,-0.668335,-0.853155,-0.336314,1.69888
-0.285661,0.759624,-0.337009,-0.793451,-0.212014,-0.0220022,-0.559619,0.289674,-0.445542,-1.1389,-0.437678,1.75137,0.987885,-0.415548,0.237884,0.619523,-0.264995,-0.676864,-0.100243,1.49114
-0.251472,-0.00636284,-0.337009,-0.501815,0.118697,0.133533,-0.492552,0.179406,-0.810566,-0.992708,-0.512785,1.49865,1.27791,-0.660511,0.424008,0.789942,-0.399441,-0.6989,0.110978,1.15357
-0.234377,-2.049,-0.337009,-0.581352,-1.01517,0.420675,-0.324882,0.592911,-0.752931,-1.00395,-0.587891,0.80531,1.2618,-0.280818,0.0348392,0.171052,-0.489073,-1.00741,0.0115799,-0.780995
-0.524985,-2.07453,-0.337009,-0.872988,-1.01517,0.109605,-0.626687,0.124272,-1.21401,0.57046,-0.903338,0.286924,0.987885,-0.342059,-0.100524,0.700248,-0.175363,-0.853155,-0.336314,0.0499584
-0.473701,-2.15113,-0.337009,-1.09834,-0.967926,-0.321109,-0.660221,-0.151398,-0.733719,-0.509138,-0.993466,1.71249,1.22958,-0.795241,-0.286648,0.780972,-0.489073,-0.765009,-0.100243,1.01075
-0.183093,0.0702359,-0.337009,-0.607864,-0.920681,-0.608251,-0.492552,-0.0273466,-0.772143,-0.295468,-0.317508,1.14226,1.02011,-0.905474,-0.37125,0.368379,-0.130548,-0.632791,-0.100243,1.03672
0.0904201,-0.134027,-0.337009,-0.713914,-0.920681,-0.368966,-0.526085,-0.495985,-0.810566,-0.0368144,0.313386,0.688674,0.995941,-0.905474,-0.015922,0.377349,-0.668335,-0.720937,0.235226,0.867928
0.346839,0.0191701,-0.337009,-0.289716,-0.826192,-0.787715,-0.526085,-0.0549136,-0.810566,0.143119,0.283343,0.662754,0.488392,-0.59927,0.136361,0.188991,-0.847597,-0.831119,0.744643,0.997764
0.158798,0.376631,-0.337009,-0.143898,-0.826192,-0.452716,-0.291349,0.110489,-0.42633,0.0981354,0.118109,0.293404,-0.131947,-0.611519,-0.320489,-0.304327,-0.444257,-0.566682,0.334624,1.42622
0.278461,0.759624,-0.337009,0.0947127,-0.826192,0.576211,0.345794,0.606694,-0.0036695,0.311806,0.298365,-0.108345,-0.454201,0.2581,0.305565,0.323532,0.0487146,0.20459,0.309775,0.179795
0.483596,1.19368,-0.296445,0.863571,-0.778948,1.17442,0.0775235,1.19938,0.476626,0.210594,0.884195,-0.419377,-0.30113,1.2257,0.880858,0.583645,0.81058,0.601244,0.533421,0.764059
1.50927,0.351098,-0.328896,1.47335,-0.731703,1.06675,-0.0901456,0.951282,-0.0613049,-0.138027,1.04943,-0.484175,-0.21251,1.61765,1.43923,0.493951,1.52763,0.931789,0.819191,0.725108
1.57765,0.0191701,-0.353234,1.18172,-0.778948,0.576211,-0.023078,0.358592,-0.11894,-0.272976,1.07947,-0.659131,-0.38975,0.931749,0.660893,0.404257,1.39318,0.821608,1.06769,0.0499584
1.1161,0.121302,-0.36946,0.293555,-0.684459,0.109605,-0.257815,-0.0411301,-0.349482,-0.441664,0.643854,-0.782247,-0.583102,0.135619,-0.320489,-0.41196,0.945027,-0.0157736,0.185527,-0.222698
0.432312,-0.338291,-0.36946,-0.236692,-0.826192,-0.871465,-0.291349,-0.854356,-0.733719,-0.756546,-0.542827,-0.723929,-0.921469,-0.158337,-0.861941,-0.986002,-0.533888,-0.566682,-0.622084,-0.703093
0.244271,-0.644685,-0.36946,-0.55484,-0.873437,-1.24236,-0.224281,-1.01976,-0.714507,-0.790284,-0.858274,-0.652651,-0.969807,-0.672759,-1.09883,-1.20127,-0.847597,-0.765009,-0.659359,-0.793978
0.158798,-0.746817,-0.36946,-0.766939,-0.826192,-1.32611,-0.291349,-1.4057,-0.791354,-0.869005,-0.843253,-0.775768,-0.993976,-0.893226,-1.30187,-1.29096,-0.847597,-1.09555,-0.920279,-0.72906
0.466501,-0.77235,-0.36946,-0.979037,-0.778948,-1.45771,-0.324882,-1.77785,-0.676083,-0.812775,-0.738104,-0.788727,-1.01009,-1.50563,-1.33571,-1.43447,-1.07168,-1.00741,-1.45455,-1.50808
0.141704,-0.797883,-0.36946,-1.01881,-0.873437,-1.54146,-0.291349,-1.37813,-0.676083,-0.835267,-0.798189,-0.749848,-0.985919,-1.55463,-1.43723,-1.47035,-0.982044,-1.16166,-1.57879,-1.48211
0.483596,-0.619153,-0.377573,-1.05857,-0.826192,-1.38593,-0.291349,-1.22651,-0.791354,-0.812775,-0.81321,-0.710969,-1.01009,-1.43214,-1.30187,-1.43447,-1.07168,-1.31592,-1.57879,-1.54703
0.0220418,-0.185093,-0.361347,-0.965781,-0.731703,-1.32611,-0.559619,-1.29543,-0.964261,-1.09392,-0.93338,-0.69153,-1.09871,-1.44439,-1.43723,-1.45241,-1.29575,-1.38203,-1.0321,-1.573
-0.302755,1.80647,-0.36946,-0.249948,-0.826192,-0.38093,-0.626687,-1.07489,-0.945049,-1.07143,-0.167295,-0.140744,-0.712004,-1.00346,-0.472772,-0.340204,-0.757966,-0.676864,-0.758757,-0.755027
-0.747215,1.47455,-0.345122,-0.409022,-1.01517,0.301033,-0.626687,-0.151398,2.28254,-1.0152,-0.257423,1.33666,0.971772,-0.550278,0.102521,0.906544,-0.0857322,-0.6989,-0.29904,1.11462
-0.336945,0.274499,-0.337009,-0.713914,-0.920681,0.564246,-0.492552,-0.385717,2.80126,-0.936479,0.0279816,1.75785,1.8902,-0.280818,-0.0836035,0.933452,-0.668335,0.226626,-0.0505441,2.08839
-0.13181,-0.108494,-0.337009,-1.13811,-0.731703,0.0617476,-0.324882,0.0967049,2.34017,-0.981463,0.253301,1.91984,1.87408,-0.26857,0.187122,0.646431,-1.25094,-0.0598463,0.396748,1.67291
0.244271,-0.185093,-0.337009,-0.674145,-0.58997,0.336926,-0.157213,0.758313,1.97515,-0.835267,0.613812,1.87448,2.32524,-0.513533,0.914699,0.861697,-0.30981,0.358844,0.496147,1.93259
-0.0805258,0.274499,-0.345122,-0.806707,-0.967926,0.336926,-0.257815,1.19938,0.150025,0.266823,0.433556,1.27834,2.23662,-0.464541,0.660893,-0.0621527,-0.533888,-0.6989,0.769492,-0.44342
-0.354039,-0.00636284,-0.345122,-0.886244,0.307675,-0.261287,-0.291349,0.427509,0.457414,0.806622,-0.362572,0.721073,1.90631,-0.378804,-0.0497627,0.763033,-0.757966,-0.676864,-0.112668,0.218746
-0.0976204,-0.287225,-0.328896,-0.992293,-0.873437,-0.189502,-0.257815,0.399942,1.41801,-0.18301,0.47862,2.05592,1.84186,-0.476789,-0.185126,0.870666,-0.30981,-0.676864,-0.29904,0.790026
0.517785,-0.440422,-0.328896,-0.780195,0.307675,-0.512537,-0.459018,0.661828,1.39879,0.626689,0.613812,1.02562,1.93048,-0.697256,0.407087,0.610553,-0.578704,-0.610755,0.0115799,1.11462
0.31265,-0.287225,-0.337009,-0.886244,-0.259259,-0.201466,-0.459018,0.151839,0.956922,0.00816889,0.59879,1.07098,1.41487,-0.550278,0.474769,0.754064,-0.802782,-0.324282,0.29735,1.15357
0.227177,-0.0318957,-0.337009,-0.475303,0.402164,-0.428787,-0.425484,0.455076,-0.522389,-0.767792,0.794067,1.17466,0.770364,-0.329811,0.491689,0.547768,-0.847597,-0.52261,1.09254,1.33534
0.210082,0.172368,-0.337009,0.280299,0.78012,0.0856762,-0.526085,0.744529,-0.253423,-0.53163,0.47862,0.384122,0.278927,-0.305315,0.863938,0.377349,-0.623519,-0.03781,1.12981,1.47816
0.876771,0.785157,-0.337009,0.837058,-0.58997,0.935138,-0.492552,0.854797,0.438203,0.233085,0.779046,0.241565,-0.0916651,0.784771,1.23619,0.825819,0.183161,0.601244,1.34103,0.0759256
1.35542,-0.900015,-0.337009,1.34079,-0.495481,1.27014,-0.324882,1.13047,0.784016,1.21147,1.27475,-0.108345,0.0775181,1.59315,1.67612,0.718186,1.79652,0.799571,0.931014,0.348582
1.44089,-2.15113,-0.337009,1.64568,-0.353748,1.22228,-0.0901456,0.82723,0.495838,-0.194256,1.33483,-0.335139,-0.148059,1.98509,1.70996,0.825819,2.37913,1.06401,1.41558,0.153828
1.35542,-2.58519,-0.345122,1.04916,0.732875,0.74371,-0.123679,0.620478,0.438203,-0.239239,1.19964,-0.523054,-0.172229,1.64214,1.25311,0.413226,0.945027,1.57084,0.881315,0.12786
0.654542,-2.76392,-0.36946,0.17425,0.213186,0.145497,-0.224281,0.0277874,-0.0613049,-0.475401,0.433556,-0.68505,-0.647553,0.429575,0.0856003,-0.277419,0.452055,0.843644,0.135828,-0.3006
0.244271,-3.01925,-0.36946,-0.27646,-0.731703,-0.596287,-0.190747,-0.564903,-0.387906,-0.711563,-0.407636,-0.561933,-0.800623,-0.317563,-0.709658,-0.986002,-0.713151,-0.103919,-0.460562,-0.768011
0.295555,-3.14691,-0.36946,-0.647633,-0.731703,-0.991107,-0.190747,-1.08868,-0.330271,-0.812775,-0.81321,-0.477696,-0.945638,-0.721752,-1.33571,-1.21921,-0.982044,-0.0598463,-0.746332,-0.780995
-0.302755,-3.22351,-0.36946,-0.833219,-0.778948,-1.31414,-0.291349,-1.43326,-0.541601,-0.88025,-0.888317,-0.68505,-0.953694,-0.795241,-1.31879,-1.27302,-0.982044,-0.302246,-0.957554,-0.742044
-0.251472,-3.17244,-0.36946,-0.939269,-0.731703,-1.37396,-0.257815,-1.69515,-0.483965,-0.779038,-0.828231,-0.665611,-0.985919,-1.44439,-1.36955,-1.40756,-0.892413,-0.52261,-1.46697,-1.40421
-0.217283,-2.02346,-0.36946,-0.979037,-0.731703,-1.48164,-0.324882,-1.43326,-0.580024,-0.857759,-0.93338,-0.67857,-1.00203,-1.45664,-1.36955,-1.47932,-1.02686,-0.765009,-1.52909,-1.45614
-0.268566,-0.695751,-0.36946,-0.846476,-0.731703,-1.37396,-0.358416,-1.25408,-0.368694,-0.835267,-0.948402,-0.581373,-0.977863,-1.38315,-1.20035,-1.34478,-0.937229,-0.985373,-1.51667,-1.48211
-0.251472,-0.287225,-0.385686,-0.939269,-0.778948,-1.23039,-0.593153,-1.37813,-0.925837,-1.21762,-1.09861,-0.536014,-1.13093,-1.23617,-1.26803,-1.21024,-1.20612,-1.02945,-0.709058,-1.46913
-0.593363,1.80647,-0.377573,-0.475303,-0.826192,-0.29718,-0.626687,-0.992191,-0.714507,-0.981463,-0.407636,-0.0629865,-0.695891,-0.782993,-0.117444,-0.0352444,-0.623519,-0.390392,-0.510261,-0.897847
-0.473701,1.11709,-0.361347,-0.130642,1.11083,0.18139,-0.492552,-0.3168,-0.176576,-0.790284,0.163173,1.36906,0.883153,-0.452293,0.0348392,1.10387,-0.0409166,0.248663,-0.112668,1.40026
-0.268566,0.274499,-0.345122,-0.55484,1.20532,-0.0100379,-0.559619,0.0967049,0.150025,-1.02645,0.35845,2.02352,1.94659,-0.121592,-0.168206,0.96933,-0.757966,-0.147992,0.396748,2.93233
0.124609,0.0191701,-0.337009,-0.872988,0.26043,0.26514,-0.559619,0.896148,0.207661,-1.09392,-0.137252,1.91984,2.23662,-0.109344,0.322486,0.834789,-0.533888,0.0944081,0.185527,2.37403
0.244271,0.146835,-0.337009,-0.753682,-0.637215,0.851389,-0.559619,1.1856,-0.311059,-1.02645,0.448578,2.10128,2.42191,0.000889217,0.779336,0.996238,-0.220179,0.402917,0.421598,1.89364
0.295555,0.044703,-0.337009,-0.753682,-0.778948,0.82746,-0.626687,0.716962,-0.464753,0.0981354,0.35845,1.33018,2.39775,0.0253855,0.254804,0.0454803,-0.0857322,0.0723718,0.247651,-0.131813
0.124609,0.0957688,-0.337009,-1.01881,-0.826192,0.324961,-0.593153,0.523994,-0.618448,-0.205502,0.0430029,0.759952,2.22051,-0.0603516,-0.235887,0.888605,-0.578704,0.380881,-0.162367,0.790026
0.244271,-0.0318957,-0.337009,-0.846476,1.58328,0.456568,-0.39195,0.565344,-0.407118,-1.03769,1.07947,1.79672,2.58304,-0.280818,0.559371,1.05005,-0.220179,0.0503354,0.272501,1.43921
0.227177,-0.185093,-0.337009,-0.462047,1.20532,0.552282,-0.291349,0.854797,-0.676083,-0.295468,0.809088,1.3561,2.50248,-0.452293,0.745495,0.807881,-0.399441,0.116444,1.01799,1.51711
0.31265,-0.312758,-0.337009,-0.647633,-0.637215,0.600139,-0.39195,0.634261,-0.599236,0.0531521,0.0580242,1.1941,1.62434,-0.525781,0.694734,0.646431,-0.489073,0.160517,1.10496,1.36131
0.175893,-0.210626,-0.337009,-0.0643614,-0.684459,0.384783,-0.526085,0.620478,-0.676083,-0.216747,0.343429,0.993225,1.3907,-0.13384,1.03314,0.960361,-0.489073,0.469026,1.35346,1.65993
1.1161,0.0702359,-0.337009,0.62496,-0.684459,0.791567,-0.0901456,1.06155,-0.0420931,-0.711563,0.764024,0.565557,0.754251,0.270349,1.15158,0.879636,0.0935302,0.248663,1.58953,1.63396
1.38961,0.427697,-0.320783,1.52638,-0.684459,1.31799,-0.0901456,1.48884,0.457414,-0.194256,1.00436,0.254525,0.456166,1.2747,2.33601,1.12181,1.25874,0.953826,1.6268,0.192778
1.71441,0.938355,-0.304558,1.81802,-0.495481,1.92817,-0.190747,1.39235,0.995346,0.0306605,1.33483,-0.108345,0.0211237,1.69113,1.94684,1.38192,1.34837,1.21826,1.44043,0.179795
1.52637,0.1979,-0.304558,2.18919,-0.259259,1.72478,-0.190747,0.978849,0.649533,0.188102,1.48505,-0.328659,0.0855745,2.19331,1.98068,1.27429,1.52763,1.2403,1.53983,0.114877
1.68022,-0.134027,-0.337009,1.69871,1.48879,1.29407,-0.123679,0.523994,0.591897,-0.0930435,1.22968,-0.432337,-0.019158,1.56865,0.96546,0.404257,0.945027,1.52677,1.45286,-0.118829
0.825488,-0.389356,-0.36946,0.571935,-0.0230365,0.145497,-0.257815,-0.178965,0.0923897,-0.216747,0.448578,-0.484175,-0.421975,0.613297,0.102521,-0.394021,-0.0857322,1.30641,0.657669,-0.44342
0.124609,-0.644685,-0.36946,0.0284318,-0.259259,-0.428787,-0.257815,-0.964624,-0.272635,-0.452909,-0.167295,-0.497135,-0.47837,-0.0848479,-0.709658,-0.941155,-0.533888,0.270699,-0.261766,-0.72906
0.0220418,-0.746817,-0.36946,-0.422278,-0.353748,-0.847536,-0.358416,-1.14381,-0.272635,-0.509138,-0.662997,-0.477696,-0.615327,-0.53803,-1.14959,-1.11157,-0.533888,0.0723718,-0.60966,-0.780995
-0.0121474,-0.797883,-0.36946,-0.621121,-0.16477,-1.14664,-0.324882,-1.47461,-0.445542,-0.610351,-0.723082,-0.723929,-0.695891,-0.770745,-1.43723,-1.18333,-0.757966,-0.324282,-0.783607,-0.742044
-0.0976204,-0.823416,-0.36946,-0.766939,1.34705,-1.1945,-0.39195,-1.6538,-0.464753,-0.66658,-0.647976,-0.782247,-0.728116,-1.34641,-1.35263,-1.36272,-0.757966,-0.500573,-1.35515,-1.39123
-0.0463366,-0.823416,-0.36946,-0.766939,-0.353748,-1.38593,-0.39195,-1.46083,-0.483965,-0.655334,-0.798189,-0.67857,-0.687835,-1.29742,-1.38647,-1.40756,-0.847597,-0.676864,-1.44212,-1.44316
