0.010327,0.011205,0.030649,0.025145,0.021454,0.030243,0.032787,0.030231,0.045065,0.05683,0.126365,0.126365
0.007272,0.011109,0.025809,0.02224,0.01856,0.033028,0.019672,0.033413,0.039432,0.048853,0.121685,0.121685
0.012343,0.011761,0.031801,0.024363,0.019002,0.031039,0.022951,0.031026,0.04335,0.053838,0.124805,0.124805
0.014236,0.01519,0.037331,0.030398,0.024144,0.031834,0.032787,0.030628,0.053147,0.065803,0.132605,0.132605
0.055761,0.054554,0.131812,0.122597,0.143334,0.031834,0.239344,0.031822,0.195689,0.271519,0.237129,0.237129
0.009895,0.011966,0.029612,0.025034,0.026051,0.025468,0.02623,0.025855,0.043595,0.056165,0.126365,0.126365
0.006223,0.011592,0.023159,0.019781,0.014643,0.029049,0.006557,0.029435,0.035268,0.03988,0.120125,0.120125
0.004834,0.009986,0.022353,0.018887,0.008514,0.031834,0.009836,0.031822,0.035513,0.040545,0.123245,0.123245
0.006131,0.011181,0.024196,0.020451,0.01025,0.027457,0.006557,0.027446,0.037228,0.043204,0.127925,0.127925
0.057376,0.058696,0.139302,0.130979,0.162098,0.030641,0.252459,0.030231,0.21014,0.289465,0.24649,0.24649
0.007396,0.01123,0.024888,0.019781,0.010489,0.032232,0.006557,0.032617,0.036493,0.041542,0.126365,0.126365
0.008239,0.010191,0.02627,0.020228,0.014201,0.028253,0.009836,0.027844,0.038452,0.044533,0.127925,0.127925
0.0061,0.009817,0.023851,0.019781,0.015256,0.036212,0.013115,0.036595,0.037228,0.043536,0.121685,0.121685
0.007097,0.010022,0.025233,0.021234,0.015086,0.041385,0.019672,0.041368,0.038207,0.047524,0.124805,0.126365
0.059187,0.059106,0.142528,0.13489,0.172076,0.03263,0.268852,0.033015,0.214793,0.301097,0.24961,0.24961
0.00754,0.011036,0.02604,0.02224,0.01999,0.031834,0.022951,0.031424,0.039677,0.049518,0.121685,0.121685
0.007571,0.009817,0.025233,0.019893,0.019922,0.029845,0.013115,0.029833,0.037962,0.044201,0.120125,0.120125
0.0061,0.009684,0.023505,0.018775,0.011749,0.031437,0.009836,0.031822,0.036003,0.040545,0.123245,0.123245
0.00827,0.011205,0.025925,0.020675,0.010591,0.037803,0.009836,0.036993,0.037717,0.043204,0.126365,0.126365
0.058662,0.060326,0.1408,0.132544,0.162983,0.030243,0.252459,0.030231,0.211364,0.290794,0.24805,0.24805
0.009196,0.011073,0.027999,0.023022,0.021727,0.033426,0.019672,0.033015,0.041146,0.052177,0.123245,0.123245
0.005308,0.010626,0.022583,0.019669,0.011612,0.033028,0.009836,0.033015,0.035758,0.042539,0.123245,0.123245
0.009319,0.011592,0.02869,0.024028,0.016346,0.034222,0.02623,0.034208,0.042126,0.053838,0.124805,0.124805
0.006984,0.010324,0.024196,0.019222,0.008003,0.032232,0.009836,0.03222,0.035758,0.040877,0.123245,0.123245
0.059649,0.058007,0.14103,0.130308,0.161349,0.030641,0.252459,0.030628,0.209405,0.287471,0.24961,0.24961
0.005884,0.010614,0.024312,0.020451,0.015154,0.028253,0.013115,0.02864,0.037962,0.043868,0.129485,0.129485
0.00791,0.011338,0.027883,0.024363,0.01873,0.03263,0.029508,0.03222,0.042861,0.055168,0.123245,0.123245
0.00648,0.010264,0.025349,0.02101,0.011647,0.031437,0.016393,0.031424,0.039432,0.046195,0.126365,0.126365
0.008805,0.010855,0.026962,0.021122,0.009331,0.030641,0.009836,0.031424,0.038452,0.045198,0.129485,0.129485
0.060575,0.059348,0.142413,0.132097,0.16094,0.032232,0.252459,0.032617,0.211364,0.291127,0.24805,0.24961
0.010204,0.011495,0.029266,0.022575,0.012975,0.031834,0.016393,0.03222,0.041391,0.048853,0.131045,0.131045
0.008229,0.011483,0.02627,0.021122,0.012123,0.033028,0.009836,0.032617,0.037962,0.044533,0.126365,0.126365
0.005678,0.010276,0.023275,0.018999,0.008616,0.030641,0.006557,0.031026,0.035758,0.039548,0.126365,0.126365
0.004906,0.009938,0.023851,0.020228,0.013656,0.029049,0.009836,0.029037,0.038452,0.044201,0.127925,0.127925
0.056553,0.058659,0.14103,0.133326,0.166627,0.031039,0.259016,0.031026,0.215283,0.295779,0.25273,0.25273
0.006089,0.010626,0.030879,0.028051,0.06947,0.027855,0.032787,0.027844,0.052412,0.067797,0.127925,0.127925
0.005843,0.010771,0.02362,0.020116,0.017334,0.026263,0.009836,0.027049,0.036493,0.043204,0.126365,0.126365
0.006007,0.010457,0.024657,0.021234,0.016074,0.033426,0.016393,0.033413,0.038697,0.046527,0.124805,0.124805
0.008332,0.011073,0.029036,0.02481,0.020058,0.027059,0.029508,0.026651,0.04433,0.056165,0.129485,0.131045
0.059495,0.057718,0.141721,0.130644,0.167002,0.030641,0.252459,0.031026,0.211119,0.29013,0.25429,0.25429
0.006141,0.009744,0.02362,0.018887,0.112889,0.03263,0.009836,0.032617,0.036493,0.040877,0.126365,0.126365
0.006429,0.010602,0.024312,0.020004,0.010625,0.030641,0.009836,0.030628,0.036983,0.043204,0.131045,0.131045
0.007365,0.010517,0.025003,0.020228,0.008479,0.031039,0.009836,0.030231,0.036983,0.043204,0.126365,0.126365
0.004845,0.010819,0.023159,0.02034,0.008616,0.030641,0.009836,0.031424,0.036983,0.043536,0.129485,0.129485
0.04817,0.050062,0.118792,0.110975,0.132573,0.033824,0.209836,0.033015,0.179035,0.244267,0.232449,0.232449
0.01725,0.01874,0.046895,0.039674,0.100766,0.031437,0.052459,0.031822,0.069067,0.087404,0.154446,0.154446
0.007324,0.010904,0.02604,0.021346,0.016244,0.032232,0.016393,0.03222,0.039677,0.046195,0.129485,0.131045
0.009319,0.011725,0.028575,0.023134,0.01512,0.028253,0.016393,0.02864,0.041391,0.050183,0.131045,0.131045
0.005493,0.011338,0.023966,0.020563,0.008411,0.030641,0.006557,0.030628,0.037472,0.042871,0.132605,0.134165
0.032751,0.03329,0.080885,0.072418,0.078631,0.033028,0.12459,0.03222,0.119275,0.158857,0.190328,0.190328
0.033708,0.036092,0.085724,0.078677,0.155457,0.030641,0.137705,0.031026,0.129317,0.172815,0.193448,0.193448
0.007108,0.010541,0.02604,0.022016,0.019683,0.030641,0.022951,0.031026,0.040411,0.049518,0.126365,0.126365
0.005657,0.011423,0.023851,0.020563,0.009978,0.027855,0.006557,0.027844,0.037472,0.042539,0.126365,0.126365
0.007159,0.009901,0.025464,0.019893,0.011034,0.034222,0.009836,0.034208,0.038207,0.043204,0.129485,0.129485
0.013135,0.01542,0.038368,0.033192,0.028674,0.030243,0.045902,0.030231,0.057311,0.073446,0.138846,0.138846
0.055093,0.053721,0.129969,0.12025,0.137987,0.029845,0.229508,0.029833,0.19275,0.265869,0.24025,0.24025
0.007334,0.010831,0.025003,0.020563,0.013145,0.030243,0.009836,0.030231,0.037228,0.044533,0.126365,0.126365
0.005873,0.01123,0.024427,0.02101,0.008684,0.031437,0.009836,0.031424,0.038452,0.044865,0.129485,0.129485
0.01187,0.012461,0.03134,0.024475,0.013996,0.032232,0.019672,0.032617,0.042861,0.052177,0.131045,0.131045
0.007982,0.01158,0.027077,0.022351,0.01008,0.031834,0.013115,0.03222,0.040411,0.047524,0.131045,0.131045
0.059259,0.059046,0.142182,0.132767,0.1638,0.028651,0.255738,0.02864,0.212589,0.293453,0.25585,0.25585
0.006758,0.010855,0.024657,0.020563,0.012157,0.028253,0.009836,0.02864,0.036983,0.044201,0.127925,0.127925
0.007982,0.010686,0.02604,0.020787,0.00899,0.03263,0.006557,0.032617,0.037962,0.044533,0.126365,0.126365
0.005431,0.010747,0.023275,0.020004,0.008241,0.028253,0.009836,0.028242,0.036248,0.042539,0.127925,0.127925
0.007982,0.011568,0.027307,0.023134,0.013996,0.031437,0.019672,0.031026,0.040901,0.050183,0.129485,0.129485
0.057109,0.058587,0.138956,0.130532,0.158863,0.03263,0.252459,0.032617,0.20965,0.287471,0.25117,0.25117
0.005524,0.009889,0.024427,0.020787,0.01781,0.03462,0.019672,0.034606,0.038697,0.046527,0.132605,0.132605
0.006305,0.011193,0.025349,0.021457,0.012294,0.031437,0.009836,0.031822,0.038942,0.045862,0.134165,0.134165
0.006326,0.010747,0.024427,0.02034,0.007696,0.03263,0.009836,0.033015,0.037228,0.042871,0.131045,0.131045
0.005935,0.010131,0.024657,0.019893,0.010318,0.030641,0.009836,0.031026,0.038207,0.042871,0.131045,0.132605
0.059053,0.058309,0.141721,0.132767,0.165537,0.029447,0.265574,0.029435,0.212589,0.295115,0.25585,0.25585
0.006542,0.01059,0.025579,0.021122,0.019785,0.030243,0.009836,0.029833,0.038942,0.04553,0.131045,0.131045
0.007941,0.010759,0.026962,0.021457,0.012838,0.027457,0.013115,0.027844,0.039432,0.04553,0.134165,0.134165
0.008075,0.011024,0.027423,0.02224,0.013111,0.037405,0.016393,0.037391,0.040901,0.048521,0.134165,0.134165
0.008877,0.011628,0.028114,0.022687,0.011204,0.032232,0.016393,0.032617,0.041146,0.048853,0.135725,0.137285
0.058199,0.058732,0.141145,0.132879,0.166184,0.033824,0.265574,0.033413,0.213079,0.294782,0.25117,0.25117
0.005966,0.011145,0.025233,0.02224,0.025609,0.029845,0.019672,0.030231,0.039922,0.048853,0.129485,0.129485
0.005997,0.01123,0.025349,0.022016,0.019138,0.03263,0.013115,0.032617,0.039922,0.047524,0.134165,0.134165
0.006285,0.011181,0.025925,0.02224,0.018355,0.031834,0.016393,0.031822,0.040656,0.047856,0.132605,0.132605
0.007087,0.011737,0.026155,0.021793,0.010421,0.031437,0.009836,0.031424,0.039677,0.04553,0.135725,0.135725
0.058724,0.059142,0.140915,0.131761,0.161825,0.032232,0.255738,0.032617,0.210629,0.29013,0.25429,0.25429
0.005483,0.010602,0.024312,0.020675,0.011238,0.030243,0.013115,0.030231,0.038452,0.043868,0.134165,0.134165
0.009834,0.011169,0.02869,0.022016,0.011034,0.02507,0.013115,0.024662,0.040656,0.046859,0.131045,0.131045
0.006059,0.010602,0.026155,0.022128,0.015631,0.025865,0.009836,0.026651,0.040656,0.047856,0.137285,0.137285
0.005987,0.010807,0.026386,0.022575,0.014643,0.027457,0.016393,0.027844,0.041146,0.048853,0.138846,0.138846
0.058662,0.059106,0.144487,0.135673,0.170611,0.035018,0.272131,0.035402,0.218222,0.301429,0.25897,0.25897
0.007817,0.011205,0.029381,0.025592,0.068857,0.031834,0.032787,0.031424,0.045555,0.058159,0.135725,0.135725
0.007828,0.011845,0.027999,0.023581,0.019479,0.032232,0.016393,0.032617,0.042616,0.050847,0.135725,0.135725
0.007951,0.011882,0.02869,0.024475,0.019854,0.033426,0.022951,0.033413,0.04384,0.053838,0.135725,0.135725
0.005627,0.011121,0.024196,0.020787,0.010931,0.031834,0.009836,0.031822,0.037962,0.044201,0.134165,0.132605
0.060822,0.059964,0.14633,0.136679,0.170918,0.032232,0.272131,0.03222,0.219691,0.303423,0.26209,0.263651
0.008712,0.012063,0.029727,0.023692,0.048425,0.036212,0.013115,0.036197,0.044085,0.050847,0.141966,0.141966
0.005359,0.015045,0.027192,0.026486,0.020535,0.039395,0.022951,0.040175,0.04531,0.052841,0.140406,0.140406
0.007303,0.016035,0.029036,0.027492,0.024281,0.03263,0.022951,0.03222,0.0458,0.054835,0.135725,0.135725
0.006727,0.012353,0.026616,0.022687,0.012907,0.027855,0.009836,0.028242,0.040901,0.047856,0.138846,0.138846
0.051811,0.051898,0.124554,0.114662,0.13608,0.034222,0.216393,0.033413,0.185403,0.252576,0.24337,0.24337
0.014925,0.017653,0.043784,0.037997,0.1008,0.03661,0.04918,0.036595,0.066128,0.083749,0.156006,0.156006
0.009278,0.012075,0.030879,0.026151,0.024587,0.032232,0.02623,0.031822,0.046779,0.059156,0.140406,0.140406
0.01008,0.011604,0.029266,0.022351,0.016721,0.028651,0.009836,0.029037,0.040901,0.047856,0.140406,0.140406
0.004906,0.010058,0.024196,0.020004,0.013826,0.029845,0.009836,0.030231,0.038942,0.043204,0.137285,0.137285
0.031157,0.03288,0.08077,0.073089,0.084693,0.029049,0.12459,0.029435,0.121479,0.161515,0.198128,0.198128
0.035312,0.035681,0.087222,0.079012,0.153107,0.033028,0.137705,0.032617,0.129072,0.173812,0.202808,0.202808
0.008764,0.010553,0.02892,0.022798,0.019922,0.033824,0.013115,0.033413,0.042861,0.050515,0.135725,0.135725
0.008414,0.011121,0.033414,0.029392,0.027516,0.033824,0.036066,0.034208,0.053637,0.070455,0.140406,0.140406
0.006439,0.010167,0.025118,0.020004,0.017538,0.031437,0.009836,0.031026,0.038697,0.042871,0.132605,0.132605
0.014287,0.017146,0.041825,0.036992,0.037596,0.031437,0.04918,0.031424,0.063434,0.08109,0.146646,0.146646
0.051565,0.053648,0.126282,0.118909,0.165605,0.031039,0.22623,0.031424,0.190301,0.261549,0.24025,0.24025
0.006192,0.011061,0.025925,0.021793,0.017129,0.028651,0.009836,0.029435,0.040411,0.046527,0.135725,0.135725
0.006521,0.010638,0.026731,0.022016,0.017436,0.028651,0.009836,0.02864,0.040901,0.047192,0.137285,0.137285
0.006552,0.010722,0.026962,0.022798,0.017231,0.025865,0.016393,0.026253,0.041636,0.04985,0.137285,0.137285
0.007231,0.011266,0.029727,0.02671,0.021488,0.03263,0.036066,0.032617,0.046779,0.060485,0.140406,0.140406
0.059073,0.059094,0.144141,0.135896,0.177865,0.031039,0.272131,0.031424,0.217242,0.302758,0.26209,0.263651
0.007159,0.01199,0.027538,0.023245,0.018832,0.033028,0.016393,0.033015,0.042371,0.04985,0.138846,0.138846
0.007951,0.013222,0.029496,0.025481,0.013758,0.033426,0.016393,0.033413,0.04531,0.054503,0.149766,0.149766
0.010471,0.017352,0.035718,0.032409,0.019138,0.033426,0.02623,0.034208,0.054372,0.067464,0.170047,0.170047
0.008332,0.015275,0.031455,0.028051,0.01764,0.033028,0.016393,0.033015,0.048494,0.058824,0.162246,0.162246
0.061378,0.063514,0.147482,0.138355,0.164345,0.031437,0.255738,0.03222,0.219936,0.303423,0.285491,0.285491
0.008229,0.01554,0.031686,0.028051,0.016108,0.031437,0.013115,0.031424,0.048739,0.058491,0.165367,0.165367
0.012539,0.015081,0.035834,0.028498,0.014916,0.030641,0.013115,0.030231,0.050698,0.060153,0.162246,0.162246
0.009556,0.019634,0.035488,0.033192,0.022169,0.032232,0.019672,0.03222,0.055107,0.065803,0.170047,0.170047
0.009566,0.033797,0.040442,0.045932,0.024247,0.030641,0.032787,0.031026,0.066128,0.076105,0.176287,0.176287
0.062776,0.064793,0.149787,0.140814,0.175958,0.033824,0.262295,0.033811,0.22361,0.307079,0.280811,0.280811
0.007673,0.012715,0.028229,0.023692,0.017265,0.031834,0.009836,0.032617,0.042861,0.050183,0.145086,0.145086
0.004783,0.011048,0.023966,0.020675,0.013724,0.031437,0.009836,0.031822,0.038452,0.043204,0.138846,0.140406
0.008764,0.011121,0.028229,0.021681,0.009092,0.033028,0.009836,0.032617,0.040411,0.045862,0.141966,0.141966
0.007159,0.011652,0.026501,0.021793,0.009739,0.029049,0.009836,0.029037,0.040167,0.046527,0.140406,0.140406
0.058199,0.059746,0.141721,0.133102,0.161587,0.033426,0.255738,0.033413,0.213568,0.293453,0.263651,0.263651
0.007375,0.013536,0.028229,0.024363,0.016176,0.031834,0.009836,0.031822,0.04335,0.049518,0.143526,0.143526
0.008229,0.013005,0.028114,0.022798,0.011715,0.029845,0.009836,0.029833,0.041636,0.045862,0.143526,0.143526
0.007252,0.010747,0.027077,0.021793,0.010216,0.031834,0.013115,0.031822,0.041391,0.047192,0.138846,0.138846
0.007519,0.011254,0.027307,0.022463,0.011238,0.030641,0.016393,0.030628,0.041636,0.048853,0.140406,0.140406
0.061779,0.060326,0.144948,0.133326,0.161042,0.031437,0.252459,0.031822,0.214058,0.293121,0.26209,0.263651
0.006707,0.011761,0.026386,0.022016,0.011953,0.030641,0.009836,0.030628,0.040411,0.046527,0.141966,0.141966
0.005873,0.012087,0.025809,0.021793,0.008343,0.031834,0.006557,0.031822,0.040411,0.045198,0.140406,0.140406
0.006737,0.012751,0.027653,0.023357,0.010795,0.026263,0.009836,0.026253,0.043106,0.048189,0.148206,0.148206
0.006295,0.014212,0.027307,0.024475,0.012396,0.03661,0.013115,0.036197,0.04384,0.049186,0.141966,0.141966
0.05788,0.068645,0.145524,0.142378,0.169998,0.029447,0.265574,0.029833,0.222386,0.303755,0.266771,0.266771
0.007457,0.011302,0.028459,0.023134,0.06065,0.031039,0.009836,0.031026,0.042861,0.049518,0.143526,0.143526
0.006532,0.010867,0.026846,0.021569,0.01243,0.03263,0.006557,0.033413,0.040656,0.045198,0.145086,0.145086
0.004649,0.010843,0.024657,0.020899,0.006198,0.027059,0.009836,0.027446,0.039432,0.043204,0.143526,0.143526
0.007077,0.010783,0.027423,0.021569,0.012157,0.028651,0.009836,0.02864,0.042126,0.046859,0.145086,0.145086
0.057757,0.05837,0.140339,0.130532,0.157603,0.032232,0.24918,0.03222,0.210629,0.287803,0.269891,0.269891
0.011942,0.012232,0.033529,0.026039,0.044611,0.03263,0.022951,0.032617,0.047269,0.057494,0.146646,0.146646
0.009247,0.011459,0.029842,0.023581,0.017844,0.031437,0.016393,0.031424,0.04384,0.051512,0.141966,0.141966
0.009679,0.013101,0.030879,0.025369,0.020194,0.030641,0.016393,0.030628,0.04531,0.053174,0.143526,0.143526
0.0072,0.013029,0.027538,0.023469,0.013996,0.031834,0.009836,0.031822,0.042371,0.047856,0.143526,0.143526
0.048139,0.051294,0.120521,0.112986,0.135229,0.035814,0.213115,0.035004,0.182709,0.248255,0.24025,0.24025
0.01762,0.02066,0.051619,0.046603,0.108871,0.029845,0.07541,0.029833,0.078619,0.104021,0.165367,0.165367
0.010101,0.011688,0.030418,0.023245,0.018798,0.033028,0.013115,0.033015,0.04335,0.049518,0.145086,0.145086
0.009659,0.011242,0.030418,0.023692,0.02142,0.030641,0.016393,0.030231,0.04433,0.051844,0.141966,0.141966
0.008064,0.013488,0.029612,0.025145,0.013724,0.029049,0.016393,0.02864,0.045065,0.05118,0.148206,0.148206
0.033214,0.036732,0.083189,0.076218,0.080129,0.034222,0.121311,0.033413,0.122949,0.161515,0.198128,0.198128
0.035384,0.039424,0.089757,0.083147,0.153584,0.030641,0.137705,0.030231,0.134215,0.178797,0.210608,0.210608
0.008332,0.013319,0.029266,0.024586,0.017538,0.03263,0.013115,0.033015,0.04384,0.04985,0.146646,0.146646
0.006748,0.012196,0.027653,0.023469,0.014916,0.031834,0.013115,0.03222,0.043106,0.04985,0.148206,0.148206
0.005801,0.012244,0.026155,0.022351,0.009433,0.025865,0.009836,0.026253,0.041391,0.047192,0.149766,0.149766
0.011325,0.016265,0.037792,0.032968,0.024315,0.033028,0.032787,0.033015,0.058046,0.071452,0.157566,0.157566
0.053858,0.054928,0.133656,0.124162,0.144015,0.031437,0.232787,0.030628,0.202057,0.27451,0.26209,0.26209
0.006552,0.010807,0.026731,0.021681,0.017265,0.029049,0.013115,0.029435,0.041391,0.046527,0.143526,0.145086
0.009381,0.011435,0.031916,0.027604,0.025507,0.040191,0.036066,0.040175,0.048249,0.062812,0.154446,0.154446
0.006213,0.011531,0.027653,0.023245,0.024485,0.029049,0.009836,0.02864,0.04384,0.050183,0.148206,0.148206
0.006923,0.01129,0.028229,0.023357,0.020296,0.036212,0.013115,0.036197,0.04433,0.050515,0.151326,0.151326
0.059721,0.058635,0.144141,0.133996,0.172314,0.038997,0.262295,0.039379,0.216263,0.296776,0.266771,0.266771
0.007951,0.012437,0.031455,0.028386,0.032828,0.031834,0.032787,0.03222,0.049229,0.063809,0.156006,0.156006
0.008322,0.013234,0.029151,0.023916,0.017504,0.029447,0.009836,0.029037,0.04335,0.049186,0.148206,0.148206
0.007211,0.012232,0.027423,0.022575,0.011647,0.03263,0.009836,0.032617,0.041636,0.047856,0.146646,0.146646
0.006635,0.012497,0.02869,0.025257,0.016925,0.027457,0.019672,0.027844,0.046045,0.055833,0.146646,0.148206
0.062314,0.061328,0.151515,0.140367,0.172859,0.03263,0.268852,0.032617,0.229243,0.313061,0.277691,0.277691
0.007025,0.01327,0.031686,0.026598,0.048766,0.027457,0.016393,0.027446,0.050698,0.058491,0.165367,0.165367
0.00755,0.012328,0.030994,0.024586,0.021829,0.035814,0.013115,0.036197,0.048494,0.054171,0.162246,0.162246
0.006192,0.012256,0.028459,0.022687,0.018151,0.027855,0.006557,0.028242,0.04531,0.048521,0.160686,0.160686
0.006995,0.012268,0.02892,0.022463,0.00865,0.03263,0.006557,0.033413,0.04482,0.048189,0.159126,0.159126
0.059937,0.06134,0.14633,0.135896,0.161212,0.033028,0.255738,0.033015,0.220426,0.299435,0.274571,0.274571
0.008239,0.011821,0.029266,0.023134,0.013792,0.031437,0.013115,0.031424,0.043595,0.049518,0.148206,0.148206
0.008754,0.012353,0.030994,0.025034,0.016448,0.033028,0.016393,0.033015,0.046289,0.054503,0.151326,0.151326
0.006964,0.012171,0.027883,0.022463,0.009944,0.031834,0.006557,0.03222,0.042861,0.047524,0.149766,0.149766
0.006172,0.011507,0.026962,0.022016,0.008343,0.033426,0.006557,0.033413,0.042616,0.047192,0.149766,0.149766
0.059773,0.059831,0.145408,0.13422,0.159407,0.033426,0.252459,0.034208,0.217732,0.296776,0.276131,0.276131
0.008044,0.013705,0.029957,0.025145,0.046927,0.033028,0.009836,0.033413,0.045555,0.051844,0.152886,0.152886
0.007355,0.014357,0.028805,0.024475,0.0126,0.031834,0.009836,0.03222,0.044085,0.048853,0.151326,0.151326
0.008208,0.012244,0.029957,0.024251,0.010795,0.031039,0.013115,0.031424,0.04531,0.052177,0.152886,0.152886
0.009278,0.012594,0.032031,0.026598,0.016925,0.03263,0.02623,0.032617,0.048984,0.059488,0.148206,0.148206
0.06039,0.060483,0.148865,0.139137,0.172723,0.031039,0.272131,0.031026,0.22508,0.31007,0.274571,0.274571
0.006244,0.013463,0.028344,0.024922,0.097633,0.028253,0.013115,0.028242,0.04482,0.051844,0.156006,0.156006
0.006964,0.011749,0.029957,0.025034,0.024962,0.033426,0.016393,0.033413,0.047759,0.056165,0.152886,0.152886
0.007807,0.011761,0.031916,0.027045,0.027005,0.03263,0.02623,0.033015,0.050453,0.062479,0.154446,0.154446
0.006377,0.011906,0.029381,0.025481,0.024008,0.03263,0.022951,0.033015,0.047269,0.057162,0.152886,0.152886
0.060863,0.060447,0.148289,0.136679,0.170782,0.031834,0.252459,0.03222,0.222141,0.303091,0.279251,0.279251
0.00825,0.01251,0.030303,0.024586,0.141086,0.035018,0.009836,0.035004,0.0458,0.053174,0.154446,0.154446
0.008538,0.012836,0.030418,0.02481,0.014167,0.033028,0.016393,0.033015,0.04531,0.052841,0.154446,0.154446
0.008229,0.012461,0.029957,0.02481,0.018287,0.034222,0.016393,0.033811,0.0458,0.054171,0.151326,0.151326
0.006923,0.013053,0.027883,0.023469,0.011544,0.030243,0.009836,0.030231,0.043106,0.048853,0.151326,0.151326
0.055288,0.05814,0.137804,0.129526,0.15355,0.036212,0.242623,0.0358,0.209405,0.285809,0.263651,0.263651
0.009834,0.015323,0.03376,0.028386,0.067087,0.03263,0.019672,0.033015,0.051188,0.059488,0.157566,0.157566
0.007663,0.013355,0.029151,0.024251,0.011783,0.030641,0.009836,0.031026,0.04433,0.050847,0.156006,0.156006
0.008795,0.012606,0.030188,0.024028,0.009263,0.03263,0.009836,0.03222,0.04482,0.052177,0.154446,0.154446
0.008342,0.013149,0.029727,0.023916,0.009637,0.033824,0.009836,0.033811,0.04433,0.050847,0.152886,0.152886
0.041978,0.043928,0.106118,0.097228,0.110063,0.037405,0.170492,0.036595,0.159931,0.214689,0.234009,0.234009
0.023555,0.028629,0.065906,0.05979,0.107202,0.030641,0.088525,0.030628,0.100416,0.129611,0.191888,0.191888
0.006172,0.012872,0.028114,0.023581,0.012907,0.028651,0.006557,0.029037,0.04433,0.049186,0.157566,0.157566
0.006665,0.011326,0.027768,0.022128,0.008752,0.032232,0.009836,0.03222,0.043106,0.047524,0.154446,0.154446
0.008589,0.01234,0.029036,0.022351,0.005687,0.031834,0.006557,0.03222,0.042861,0.046859,0.151326,0.151326
0.027701,0.030948,0.074433,0.067836,0.070799,0.032232,0.111475,0.033015,0.113152,0.149884,0.196568,0.196568
0.040095,0.042346,0.101855,0.093317,0.156887,0.029845,0.160656,0.029833,0.153808,0.205716,0.229329,0.229329
0.005832,0.01222,0.026731,0.022463,0.014235,0.031437,0.009836,0.031424,0.042371,0.047524,0.151326,0.151326
0.006912,0.011761,0.027192,0.022016,0.006913,0.032232,0.009836,0.03222,0.041636,0.046859,0.151326,0.151326
0.00862,0.012642,0.029381,0.023245,0.007594,0.032232,0.009836,0.03222,0.043106,0.048853,0.151326,0.151326
0.012446,0.016337,0.038829,0.032521,0.022033,0.03263,0.029508,0.032617,0.058046,0.070455,0.160686,0.160686
0.054537,0.056727,0.136076,0.126285,0.142312,0.029447,0.236066,0.029435,0.206221,0.27883,0.266771,0.268331
0.00576,0.011906,0.02604,0.021681,0.011544,0.031437,0.006557,0.031822,0.041146,0.04553,0.148206,0.148206
0.008177,0.012389,0.031225,0.026263,0.014337,0.03263,0.02623,0.033015,0.048739,0.058491,0.154446,0.154446
0.008908,0.013017,0.030649,0.024475,0.012975,0.028651,0.009836,0.02864,0.045065,0.05118,0.152886,0.152886
